"","X","city","date","nofcases","GZapproved","cumGZ","lnGZ","nofcases14","mobility","観測所","avg_temp","rainfall","SOE","datedum","lmobility","cumcases","pop","scaled_cases","scaled_cases14"
"8254",8254,"甲府市","2021-01-05",2.528,0,281,5.64190707093811,1.865,NA,"甲府",4.2,0,0,"2021-01-05",NA,208.153,187171,1.35063658365879,0.996415042928659
"8255",8255,"甲斐市","2021-01-05",2.241,0,57,4.06044301054642,0,NA,"甲府",4.2,0,0,"2021-01-05",NA,32.543,75522,2.96734726304918,0
"8256",8256,"笛吹市","2021-01-05",0.69,0,71,4.27666611901606,0,NA,"古関",2.5,0,0,"2021-01-05",NA,45.809,68924,1.00110266380361,0
"8257",8257,"西桂町","2021-01-05",0.217,0,1,0.693147180559945,0.139,NA,"河口湖",0.4,0,0,"2021-01-05",NA,5.727,4238,5.12033978291647,3.27984898537046
"8258",8258,"身延町","2021-01-05",0,0,6,1.94591014905531,0,NA,"切石",2.3,0,0,"2021-01-05",NA,3.077,11306,0,0
"8259",8259,"道志村","2021-01-05",0.021,0,3,1.38629436111989,0.037,NA,"大月",1.9,0,0,"2021-01-05",NA,1.235,1652,1.27118644067797,2.23970944309927
"8260",8260,"都留市","2021-01-05",0.759,0,26,3.29583686600433,0.676,NA,"大月",1.9,0,0,"2021-01-05",NA,23.822,29859,2.54194715161258,2.26397401118591
"8261",8261,"韮崎市","2021-01-05",0,0,21,3.09104245335832,0.135,NA,"韮崎",2.7,0,0,"2021-01-05",NA,19.022,29124,0,0.463535228677379
"8262",8262,"鳴沢村","2021-01-05",0.16,0,11,2.484906649788,0.103,NA,"河口湖",0.4,0,0,"2021-01-05",NA,4.276,3133,5.106926268752,3.2875837855091
"8263",8263,"上野原市","2021-01-06",1.153,0,29,3.40119738166216,0.577,NA,"大月",1.2,0,0,"2021-01-06",NA,24.616,22799,5.05723935260318,2.53081275494539
"8264",8264,"中央市","2021-01-06",1,0,24,3.2188758248682,0,NA,"甲府",4.1,0,0,"2021-01-06",NA,10.992,30978,3.22809735941636,0
"8265",8265,"丹波山村","2021-01-06",0.027,0,5,1.79175946922805,0.014,NA,"勝沼",2.9,0,0,"2021-01-06",NA,0.436,540,5,2.59259259259259
"8266",8266,"北杜市","2021-01-06",2,0,61,4.12713438504509,0,NA,"大泉",0.8,0,0,"2021-01-06",NA,13.438,46421,4.30839490747722,0
"8267",8267,"南アルプス市","2021-01-06",0,0,32,3.49650756146648,0,NA,"韮崎",2.7,0,0,"2021-01-06",NA,34.994,71370,0,0
"8268",8268,"南部町","2021-01-06",0,0,6,1.94591014905531,0,NA,"南部",4.7,0,0,"2021-01-06",NA,1.387,7569,0,0
"8269",8269,"大月市","2021-01-06",1.189,0,24,3.2188758248682,0.595,NA,"大月",1.2,0,0,"2021-01-06",NA,18.753,23516,5.05613199523729,2.53019220955945
"8270",8270,"富士吉田市","2021-01-06",2.475,0,55,4.02535169073515,0,NA,"河口湖",-0.5,0,0,"2021-01-06",NA,73.848,48331,5.12093687281455,0
"8271",8271,"富士川町","2021-01-06",0,0,20,3.04452243772342,0,NA,"切石",3.2,0,0,"2021-01-06",NA,3.594,14855,0,0
"8272",8272,"富士河口湖町","2021-01-06",2.36,0,78,4.36944785246702,0,NA,"河口湖",-0.5,0,0,"2021-01-06",NA,39.786,26562,8.88487312702357,0
"8273",8273,"小菅村","2021-01-06",0.036,0,1,0.693147180559945,0.018,NA,"勝沼",2.9,0,0,"2021-01-06",NA,0.57,715,5.03496503496504,2.51748251748252
"8274",8274,"山中湖村","2021-01-06",0.296,0,26,3.29583686600433,0,NA,"山中",-1.1,0,0,"2021-01-06",NA,8.122,5789,5.11314562100535,0
"8275",8275,"山梨市","2021-01-06",0,0,27,3.3322045101752,0,NA,"勝沼",2.9,0,0,"2021-01-06",NA,11.621,34357,0,0
"8276",8276,"市川三郷町","2021-01-06",0,0,7,2.07944154167984,0,NA,"切石",3.2,0,0,"2021-01-06",NA,3.712,15604,0,0
"8277",8277,"忍野村","2021-01-06",0.491,0,11,2.484906649788,0,NA,"山中",-1.1,0,0,"2021-01-06",NA,13.579,9595,5.11724856696196,0
"8278",8278,"早川町","2021-01-06",0,0,3,1.38629436111989,0,NA,"切石",3.2,0,0,"2021-01-06",NA,0.184,1018,0,0
"8279",8279,"昭和町","2021-01-06",0,0,79,4.38202663467388,0,NA,"甲府",4.1,0,0,"2021-01-06",NA,7.693,20452,0,0
"8280",8280,"甲州市","2021-01-06",2,0,33,3.52636052461616,0,NA,"勝沼",2.9,0,0,"2021-01-06",NA,14.057,30990,6.45369474023879,0
"8281",8281,"甲府市","2021-01-06",3,0,281,5.64190707093811,2,NA,"甲府",4.1,0,0,"2021-01-06",NA,211.153,187171,1.60281240149382,1.06854160099588
"8282",8282,"甲斐市","2021-01-06",1,0,57,4.06044301054642,0,NA,"甲府",4.1,0,0,"2021-01-06",NA,33.543,75522,1.32411747570244,0
"8283",8283,"笛吹市","2021-01-06",0,0,71,4.27666611901606,0,NA,"古関",2.2,0,0,"2021-01-06",NA,45.809,68924,0,0
"8284",8284,"西桂町","2021-01-06",0.217,0,1,0.693147180559945,0,NA,"河口湖",-0.5,0,0,"2021-01-06",NA,5.944,4238,5.12033978291647,0
"8285",8285,"身延町","2021-01-06",0,0,6,1.94591014905531,0,NA,"切石",3.2,0,0,"2021-01-06",NA,3.077,11306,0,0
"8286",8286,"道志村","2021-01-06",0.084,0,3,1.38629436111989,0.042,NA,"大月",1.2,0,0,"2021-01-06",NA,1.319,1652,5.08474576271187,2.54237288135593
"8287",8287,"都留市","2021-01-06",1.51,0,26,3.29583686600433,0.755,NA,"大月",1.2,0,0,"2021-01-06",NA,25.332,29859,5.0571017113768,2.5285508556884
"8288",8288,"韮崎市","2021-01-06",0,0,21,3.09104245335832,0,NA,"韮崎",2.7,0,0,"2021-01-06",NA,19.022,29124,0,0
"8289",8289,"鳴沢村","2021-01-06",0.16,0,11,2.484906649788,0,NA,"河口湖",-0.5,0,0,"2021-01-06",NA,4.436,3133,5.106926268752,0
"8290",8290,"上野原市","2021-01-07",1.123,0,29,3.40119738166216,0.865,NA,"大月",2.6,0,0,"2021-01-07",NA,25.739,22799,4.92565463397517,3.79402605377429
"8291",8291,"中央市","2021-01-07",1,0,24,3.2188758248682,0,NA,"甲府",3.5,0,0,"2021-01-07",NA,11.992,30978,3.22809735941636,0
"8292",8292,"丹波山村","2021-01-07",0.027,0,5,1.79175946922805,0.02,NA,"勝沼",2.9,0,0,"2021-01-07",NA,0.463,540,5,3.7037037037037
"8293",8293,"北杜市","2021-01-07",0,0,61,4.12713438504509,0,NA,"大泉",-1.3,0,0,"2021-01-07",NA,13.438,46421,0,0
"8294",8294,"南アルプス市","2021-01-07",1.532,0,32,3.49650756146648,0.276,NA,"韮崎",2.5,0,0,"2021-01-07",NA,36.526,71370,2.14656017934706,0.386717108028584
"8295",8295,"南部町","2021-01-07",0,0,6,1.94591014905531,0,NA,"南部",4.3,0,0,"2021-01-07",NA,1.387,7569,0,0
"8296",8296,"大月市","2021-01-07",1.565,0,24,3.2188758248682,0.892,NA,"大月",2.6,0,0,"2021-01-07",NA,20.318,23516,6.65504337472359,3.79316210239837
"8297",8297,"富士吉田市","2021-01-07",3.814,0,55,4.02535169073515,0.495,NA,"河口湖",0.2,0,0,"2021-01-07",NA,77.662,48331,7.8914154476423,1.02418737456291
"8298",8298,"富士川町","2021-01-07",0,0,20,3.04452243772342,0,NA,"切石",3.1,0,0,"2021-01-07",NA,3.594,14855,0,0
"8299",8299,"富士河口湖町","2021-01-07",1.933,0,78,4.36944785246702,0.272,NA,"河口湖",0.2,0,0,"2021-01-07",NA,41.719,26562,7.2773134553121,1.02401927565695
"8300",8300,"小菅村","2021-01-07",0.035,0,1,0.693147180559945,0.027,NA,"勝沼",2.9,0,0,"2021-01-07",NA,0.605,715,4.8951048951049,3.77622377622378
"8301",8301,"山中湖村","2021-01-07",0.421,0,26,3.29583686600433,0.059,NA,"山中",-0.6,0,0,"2021-01-07",NA,8.543,5789,7.27241319744343,1.01917429607877
"8302",8302,"山梨市","2021-01-07",0.594,0,27,3.3322045101752,0,NA,"勝沼",2.9,0,0,"2021-01-07",NA,12.215,34357,1.72890531769363,0
"8303",8303,"市川三郷町","2021-01-07",0,0,7,2.07944154167984,0,NA,"切石",3.1,0,0,"2021-01-07",NA,3.712,15604,0,0
"8304",8304,"忍野村","2021-01-07",0.698,0,11,2.484906649788,0.098,NA,"山中",-0.6,0,0,"2021-01-07",NA,14.277,9595,7.27462219906201,1.02136529442418
"8305",8305,"早川町","2021-01-07",0,0,3,1.38629436111989,0,NA,"切石",3.1,0,0,"2021-01-07",NA,0.184,1018,0,0
"8306",8306,"昭和町","2021-01-07",1.172,0,79,4.38202663467388,0,NA,"甲府",3.5,0,0,"2021-01-07",NA,8.865,20452,5.73049090553491,0
"8307",8307,"甲州市","2021-01-07",0,0,33,3.52636052461616,0,NA,"勝沼",2.9,0,0,"2021-01-07",NA,14.057,30990,0,0
"8308",8308,"甲府市","2021-01-07",15.873,0,281,5.64190707093811,0.724,NA,"甲府",3.5,0,0,"2021-01-07",NA,227.026,187171,8.48048041630381,0.386812059560509
"8309",8309,"甲斐市","2021-01-07",3.04,0,57,4.06044301054642,0,NA,"甲府",3.5,0,0,"2021-01-07",NA,36.583,75522,4.02531712613543,0
"8310",8310,"笛吹市","2021-01-07",0,0,71,4.27666611901606,0,NA,"古関",1.1,0,0,"2021-01-07",NA,45.809,68924,0,0
"8311",8311,"西桂町","2021-01-07",0.308,0,1,0.693147180559945,0.043,NA,"河口湖",0.2,0,0,"2021-01-07",NA,6.252,4238,7.26757904672015,1.0146295422369
"8312",8312,"身延町","2021-01-07",0,0,6,1.94591014905531,0,NA,"切石",3.1,0,0,"2021-01-07",NA,3.077,11306,0,0
"8313",8313,"道志村","2021-01-07",0.081,0,3,1.38629436111989,0.063,NA,"大月",2.6,0,0,"2021-01-07",NA,1.4,1652,4.90314769975787,3.8135593220339
"8314",8314,"都留市","2021-01-07",1.471,0,26,3.29583686600433,1.133,NA,"大月",2.6,0,0,"2021-01-07",NA,26.803,29859,4.92648782611608,3.79450082052313
"8315",8315,"韮崎市","2021-01-07",0.086,0,21,3.09104245335832,0,NA,"韮崎",2.5,0,0,"2021-01-07",NA,19.108,29124,0.295289108638923,0
"8316",8316,"鳴沢村","2021-01-07",0.228,0,11,2.484906649788,0.032,NA,"河口湖",0.2,0,0,"2021-01-07",NA,4.664,3133,7.27736993297159,1.0213852537504
"8317",8317,"上野原市","2021-01-08",0.492,0,29,3.40119738166216,0,NA,"大月",-1.3,0,0,"2021-01-08",NA,26.231,22799,2.15798938549936,0
"8318",8318,"中央市","2021-01-08",1,1,25,3.25809653802148,0,NA,"甲府",-0.5,0,0,"2021-01-08",NA,12.992,30978,3.22809735941636,0
"8319",8319,"丹波山村","2021-01-08",0,0,5,1.79175946922805,0,NA,"勝沼",-1.6,0,0,"2021-01-08",NA,0.463,540,0,0
"8320",8320,"北杜市","2021-01-08",1.199,2,63,4.15888308335967,0,NA,"大泉",-4.6,0,0,"2021-01-08",NA,14.637,46421,2.58288274703259,0
"8321",8321,"南アルプス市","2021-01-08",3.552,2,34,3.55534806148941,0,NA,"韮崎",-2.3,0,0,"2021-01-08",NA,40.078,71370,4.97688104245481,0
"8322",8322,"南部町","2021-01-08",0,0,6,1.94591014905531,0,NA,"南部",-0.2,0,0,"2021-01-08",NA,1.387,7569,0,0
"8323",8323,"大月市","2021-01-08",0.508,0,24,3.2188758248682,0,NA,"大月",-1.3,0,0,"2021-01-08",NA,20.826,23516,2.16023133185916,0
"8324",8324,"富士吉田市","2021-01-08",4.475,5,60,4.11087386417331,2,NA,"河口湖",-5.4,0,0,"2021-01-08",NA,82.137,48331,9.25906767912934,4.13813080631479
"8325",8325,"富士川町","2021-01-08",0.067,0,20,3.04452243772342,0,NA,"切石",-1,0,0,"2021-01-08",NA,3.661,14855,0.451026590373612,0
"8326",8326,"富士河口湖町","2021-01-08",1.36,3,81,4.40671924726425,0,NA,"河口湖",-5.4,0,0,"2021-01-08",NA,43.079,26562,5.12009637828477,0
"8327",8327,"小菅村","2021-01-08",0,0,1,0.693147180559945,0,NA,"勝沼",-1.6,0,0,"2021-01-08",NA,0.605,715,0,0
"8328",8328,"山中湖村","2021-01-08",0.296,0,26,3.29583686600433,0,NA,"山中",-7.3,0,0,"2021-01-08",NA,8.839,5789,5.11314562100535,0
"8329",8329,"山梨市","2021-01-08",0,3,30,3.43398720448515,0.512,NA,"勝沼",-1.6,0,0,"2021-01-08",NA,12.215,34357,0,1.49023488663155
"8330",8330,"市川三郷町","2021-01-08",0,0,7,2.07944154167984,0,NA,"切石",-1,0,0,"2021-01-08",NA,3.712,15604,0,0
"8331",8331,"忍野村","2021-01-08",0.491,0,11,2.484906649788,0,NA,"山中",-7.3,0,0,"2021-01-08",NA,14.768,9595,5.11724856696196,0
"8332",8332,"早川町","2021-01-08",0,0,3,1.38629436111989,0,NA,"切石",-1,0,0,"2021-01-08",NA,0.184,1018,0,0
"8333",8333,"昭和町","2021-01-08",0.305,2,81,4.40671924726425,0,NA,"甲府",-0.5,0,0,"2021-01-08",NA,9.17,20452,1.49129669469978,0
"8334",8334,"甲州市","2021-01-08",0,1,34,3.55534806148941,0.462,NA,"勝沼",-1.6,0,0,"2021-01-08",NA,14.057,30990,0,1.49080348499516
"8335",8335,"甲府市","2021-01-08",11.09,10,291,5.67675380226828,1,NA,"甲府",-0.5,0,0,"2021-01-08",NA,238.116,187171,5.92506317752216,0.53427080049794
"8336",8336,"甲斐市","2021-01-08",6.787,3,60,4.11087386417331,0,NA,"甲府",-0.5,0,0,"2021-01-08",NA,43.37,75522,8.98678530759249,0
"8337",8337,"笛吹市","2021-01-08",3,6,77,4.35670882668959,1.027,NA,"古関",-3.3,0,0,"2021-01-08",NA,48.809,68924,4.352620277407,1.490047008299
"8338",8338,"西桂町","2021-01-08",0.217,0,1,0.693147180559945,0,NA,"河口湖",-5.4,0,0,"2021-01-08",NA,6.469,4238,5.12033978291647,0
"8339",8339,"身延町","2021-01-08",0,0,6,1.94591014905531,0,NA,"切石",-1,0,0,"2021-01-08",NA,3.077,11306,0,0
"8340",8340,"道志村","2021-01-08",0,0,3,1.38629436111989,0,NA,"大月",-1.3,0,0,"2021-01-08",NA,1.4,1652,0,0
"8341",8341,"都留市","2021-01-08",1,2,28,3.36729582998647,0,NA,"大月",-1.3,0,0,"2021-01-08",NA,27.803,29859,3.34907398104424,0
"8342",8342,"韮崎市","2021-01-08",0,0,21,3.09104245335832,0,NA,"韮崎",-2.3,0,0,"2021-01-08",NA,19.108,29124,0,0
"8343",8343,"鳴沢村","2021-01-08",0.16,0,11,2.484906649788,0,NA,"河口湖",-5.4,0,0,"2021-01-08",NA,4.824,3133,5.106926268752,0
"8344",8344,"上野原市","2021-01-09",0.288,0,29,3.40119738166216,0.288,NA,"大月",-2.8,0,0,"2021-01-09",NA,26.519,22799,1.2632132988289,1.2632132988289
"8345",8345,"中央市","2021-01-09",2,0,25,3.25809653802148,0,NA,"甲府",-1.6,0,0,"2021-01-09",NA,14.992,30978,6.45619471883272,0
"8346",8346,"丹波山村","2021-01-09",0.007,0,5,1.79175946922805,0.007,NA,"勝沼",-2.5,0,0,"2021-01-09",NA,0.47,540,1.2962962962963,1.2962962962963
"8347",8347,"北杜市","2021-01-09",5,0,63,4.15888308335967,0,NA,"大泉",-4.7,0,0,"2021-01-09",NA,19.637,46421,10.770987268693,0
"8348",8348,"南アルプス市","2021-01-09",1,0,34,3.55534806148941,0,NA,"韮崎",-3.7,0,0,"2021-01-09",NA,41.078,71370,1.40114894213255,0
"8349",8349,"南部町","2021-01-09",0.182,0,6,1.94591014905531,0,NA,"南部",-0.6,0,0,"2021-01-09",NA,1.569,7569,2.40454485400978,0
"8350",8350,"大月市","2021-01-09",0.297,0,24,3.2188758248682,0.297,NA,"大月",-2.8,0,0,"2021-01-09",NA,21.123,23516,1.26296989283892,1.26296989283892
"8351",8351,"富士吉田市","2021-01-09",3.309,0,60,4.11087386417331,1,NA,"河口湖",-5.4,0,0,"2021-01-09",NA,85.446,48331,6.84653741904782,2.06906540315739
"8352",8352,"富士川町","2021-01-09",0.358,0,20,3.04452243772342,0,NA,"切石",-1.7,0,0,"2021-01-09",NA,4.019,14855,2.40996297542915,0
"8353",8353,"富士河口湖町","2021-01-09",1.36,0,81,4.40671924726425,0,NA,"河口湖",-5.4,0,0,"2021-01-09",NA,44.439,26562,5.12009637828477,0
"8354",8354,"小菅村","2021-01-09",0.009,0,1,0.693147180559945,0.009,NA,"勝沼",-2.5,0,0,"2021-01-09",NA,0.614,715,1.25874125874126,1.25874125874126
"8355",8355,"山中湖村","2021-01-09",0.296,0,26,3.29583686600433,0,NA,"山中",-7.1,0,0,"2021-01-09",NA,9.135,5789,5.11314562100535,0
"8356",8356,"山梨市","2021-01-09",0,0,30,3.43398720448515,0,NA,"勝沼",-2.5,0,0,"2021-01-09",NA,12.215,34357,0,0
"8357",8357,"市川三郷町","2021-01-09",0.376,0,7,2.07944154167984,0,NA,"切石",-1.7,0,0,"2021-01-09",NA,4.088,15604,2.40963855421687,0
"8358",8358,"忍野村","2021-01-09",0.657,0,11,2.484906649788,0,NA,"山中",-7.1,0,0,"2021-01-09",NA,15.425,9595,6.84731631057843,0
"8359",8359,"早川町","2021-01-09",0.025,0,3,1.38629436111989,0,NA,"切石",-1.7,0,0,"2021-01-09",NA,0.209,1018,2.45579567779961,0
"8360",8360,"昭和町","2021-01-09",0,0,81,4.40671924726425,0,NA,"甲府",-1.6,0,0,"2021-01-09",NA,9.17,20452,0,0
"8361",8361,"甲州市","2021-01-09",0,0,34,3.55534806148941,0,NA,"勝沼",-2.5,0,0,"2021-01-09",NA,14.057,30990,0,0
"8362",8362,"甲府市","2021-01-09",3.078,0,291,5.67675380226828,1,NA,"甲府",-1.6,0,0,"2021-01-09",NA,241.194,187171,1.64448552393266,0.53427080049794
"8363",8363,"甲斐市","2021-01-09",0.575,0,60,4.11087386417331,0,NA,"甲府",-1.6,0,0,"2021-01-09",NA,43.945,75522,0.761367548528905,0
"8364",8364,"笛吹市","2021-01-09",0,0,77,4.35670882668959,1,NA,"古関",-4.2,0,0,"2021-01-09",NA,48.809,68924,0,1.45087342580233
"8365",8365,"西桂町","2021-01-09",0.217,0,1,0.693147180559945,0,NA,"河口湖",-5.4,0,0,"2021-01-09",NA,6.686,4238,5.12033978291647,0
"8366",8366,"身延町","2021-01-09",0.272,0,6,1.94591014905531,0,NA,"切石",-1.7,0,0,"2021-01-09",NA,3.349,11306,2.40580222890501,0
"8367",8367,"道志村","2021-01-09",0.021,0,3,1.38629436111989,0.021,NA,"大月",-2.8,0,0,"2021-01-09",NA,1.421,1652,1.27118644067797,1.27118644067797
"8368",8368,"都留市","2021-01-09",0.378,0,28,3.36729582998647,0.378,NA,"大月",-2.8,0,0,"2021-01-09",NA,28.181,29859,1.26594996483472,1.26594996483472
"8369",8369,"韮崎市","2021-01-09",0.135,0,21,3.09104245335832,0,NA,"韮崎",-3.7,0,0,"2021-01-09",NA,19.243,29124,0.463535228677379,0
"8370",8370,"鳴沢村","2021-01-09",0.16,0,11,2.484906649788,0,NA,"河口湖",-5.4,0,0,"2021-01-09",NA,4.984,3133,5.106926268752,0
"8371",8371,"上野原市","2021-01-10",0,0,29,3.40119738166216,0,NA,"大月",-1.9,0,0,"2021-01-10",NA,26.519,22799,0,0
"8372",8372,"中央市","2021-01-10",0,0,25,3.25809653802148,0,NA,"甲府",-0.8,0,0,"2021-01-10",NA,14.992,30978,0,0
"8373",8373,"丹波山村","2021-01-10",0,0,5,1.79175946922805,0,NA,"勝沼",-1.3,0,0,"2021-01-10",NA,0.47,540,0,0
"8374",8374,"北杜市","2021-01-10",0,0,63,4.15888308335967,0,NA,"大泉",-3.1,0,0,"2021-01-10",NA,19.637,46421,0,0
"8375",8375,"南アルプス市","2021-01-10",0,0,34,3.55534806148941,0,NA,"韮崎",-2.8,0,0,"2021-01-10",NA,41.078,71370,0,0
"8376",8376,"南部町","2021-01-10",0,0,6,1.94591014905531,0,NA,"南部",-0.4,0,0,"2021-01-10",NA,1.569,7569,0,0
"8377",8377,"大月市","2021-01-10",0,0,24,3.2188758248682,0,NA,"大月",-1.9,0,0,"2021-01-10",NA,21.123,23516,0,0
"8378",8378,"富士吉田市","2021-01-10",4.624,0,60,4.11087386417331,0,NA,"河口湖",-4.9,0,0,"2021-01-10",NA,90.07,48331,9.56735842419979,0
"8379",8379,"富士川町","2021-01-10",0,0,20,3.04452243772342,0,NA,"切石",-2.5,0,0,"2021-01-10",NA,4.019,14855,0,0
"8380",8380,"富士河口湖町","2021-01-10",2.541,0,81,4.40671924726425,0,NA,"河口湖",-4.9,0,0,"2021-01-10",NA,46.98,26562,9.56629771854529,0
"8381",8381,"小菅村","2021-01-10",0,0,1,0.693147180559945,0,NA,"勝沼",-1.3,0,0,"2021-01-10",NA,0.614,715,0,0
"8382",8382,"山中湖村","2021-01-10",0.554,0,26,3.29583686600433,0,NA,"山中",-7.4,0,0,"2021-01-10",NA,9.689,5789,9.56987389877354,0
"8383",8383,"山梨市","2021-01-10",0,0,30,3.43398720448515,0,NA,"勝沼",-1.3,0,0,"2021-01-10",NA,12.215,34357,0,0
"8384",8384,"市川三郷町","2021-01-10",0,0,7,2.07944154167984,0,NA,"切石",-2.5,0,0,"2021-01-10",NA,4.088,15604,0,0
"8385",8385,"忍野村","2021-01-10",0.918,0,11,2.484906649788,0,NA,"山中",-7.4,0,0,"2021-01-10",NA,16.343,9595,9.56748306409588,0
"8386",8386,"早川町","2021-01-10",0,0,3,1.38629436111989,0,NA,"切石",-2.5,0,0,"2021-01-10",NA,0.209,1018,0,0
"8387",8387,"昭和町","2021-01-10",0,0,81,4.40671924726425,0,NA,"甲府",-0.8,0,0,"2021-01-10",NA,9.17,20452,0,0
"8388",8388,"甲州市","2021-01-10",0,0,34,3.55534806148941,0,NA,"勝沼",-1.3,0,0,"2021-01-10",NA,14.057,30990,0,0
"8389",8389,"甲府市","2021-01-10",5.657,0,291,5.67675380226828,0,NA,"甲府",-0.8,0,0,"2021-01-10",NA,246.851,187171,3.02236991841685,0
"8390",8390,"甲斐市","2021-01-10",1,0,60,4.11087386417331,0,NA,"甲府",-0.8,0,0,"2021-01-10",NA,44.945,75522,1.32411747570244,0
"8391",8391,"笛吹市","2021-01-10",0,0,77,4.35670882668959,0,NA,"古関",-3.5,0,0,"2021-01-10",NA,48.809,68924,0,0
"8392",8392,"西桂町","2021-01-10",0.405,0,1,0.693147180559945,0,NA,"河口湖",-4.9,0,0,"2021-01-10",NA,7.091,4238,9.55639452571968,0
"8393",8393,"身延町","2021-01-10",0,0,6,1.94591014905531,0,NA,"切石",-2.5,0,0,"2021-01-10",NA,3.349,11306,0,0
"8394",8394,"道志村","2021-01-10",0,0,3,1.38629436111989,0,NA,"大月",-1.9,0,0,"2021-01-10",NA,1.421,1652,0,0
"8395",8395,"都留市","2021-01-10",0,0,28,3.36729582998647,0,NA,"大月",-1.9,0,0,"2021-01-10",NA,28.181,29859,0,0
"8396",8396,"韮崎市","2021-01-10",0,0,21,3.09104245335832,0,NA,"韮崎",-2.8,0,0,"2021-01-10",NA,19.243,29124,0,0
"8397",8397,"鳴沢村","2021-01-10",0.3,0,11,2.484906649788,0,NA,"河口湖",-4.9,0,0,"2021-01-10",NA,5.284,3133,9.57548675390999,0
"8398",8398,"上野原市","2021-01-11",0,0,29,3.40119738166216,0,NA,"大月",-2,0,0,"2021-01-11",NA,26.519,22799,0,0
"8399",8399,"中央市","2021-01-11",0,0,25,3.25809653802148,0,NA,"甲府",-1,0,0,"2021-01-11",NA,14.992,30978,0,0
"8400",8400,"丹波山村","2021-01-11",0,0,5,1.79175946922805,0,NA,"勝沼",-1.3,0,0,"2021-01-11",NA,0.47,540,0,0
"8401",8401,"北杜市","2021-01-11",0,0,63,4.15888308335967,0,NA,"大泉",-1.9,0,0,"2021-01-11",NA,19.637,46421,0,0
"8402",8402,"南アルプス市","2021-01-11",0,0,34,3.55534806148941,0,NA,"韮崎",-2.9,0,0,"2021-01-11",NA,41.078,71370,0,0
"8403",8403,"南部町","2021-01-11",0,0,6,1.94591014905531,0,NA,"南部",0.3,0,0,"2021-01-11",NA,1.569,7569,0,0
"8404",8404,"大月市","2021-01-11",0,0,24,3.2188758248682,0,NA,"大月",-2,0,0,"2021-01-11",NA,21.123,23516,0,0
"8405",8405,"富士吉田市","2021-01-11",1.485,0,60,4.11087386417331,0,NA,"河口湖",-3.9,0,0,"2021-01-11",NA,91.555,48331,3.07256212368873,0
"8406",8406,"富士川町","2021-01-11",0,0,20,3.04452243772342,0,NA,"切石",-1.9,0,0,"2021-01-11",NA,4.019,14855,0,0
"8407",8407,"富士河口湖町","2021-01-11",0.816,0,81,4.40671924726425,0,NA,"河口湖",-3.9,0,0,"2021-01-11",NA,47.796,26562,3.07205782697086,0
"8408",8408,"小菅村","2021-01-11",0,0,1,0.693147180559945,0,NA,"勝沼",-1.3,0,0,"2021-01-11",NA,0.614,715,0,0
"8409",8409,"山中湖村","2021-01-11",0.178,0,26,3.29583686600433,0,NA,"山中",-4.9,0,0,"2021-01-11",NA,9.867,5789,3.07479702884781,0
"8410",8410,"山梨市","2021-01-11",0,0,30,3.43398720448515,0,NA,"勝沼",-1.3,0,0,"2021-01-11",NA,12.215,34357,0,0
"8411",8411,"市川三郷町","2021-01-11",0,0,7,2.07944154167984,0,NA,"切石",-1.9,0,0,"2021-01-11",NA,4.088,15604,0,0
"8412",8412,"忍野村","2021-01-11",0.295,0,11,2.484906649788,0,NA,"山中",-4.9,0,0,"2021-01-11",NA,16.638,9595,3.0745179781136,0
"8413",8413,"早川町","2021-01-11",0,0,3,1.38629436111989,0,NA,"切石",-1.9,0,0,"2021-01-11",NA,0.209,1018,0,0
"8414",8414,"昭和町","2021-01-11",0,0,81,4.40671924726425,0,NA,"甲府",-1,0,0,"2021-01-11",NA,9.17,20452,0,0
"8415",8415,"甲州市","2021-01-11",0,0,34,3.55534806148941,0,NA,"勝沼",-1.3,0,0,"2021-01-11",NA,14.057,30990,0,0
"8416",8416,"甲府市","2021-01-11",4,0,291,5.67675380226828,3,NA,"甲府",-1,0,0,"2021-01-11",NA,250.851,187171,2.13708320199176,1.60281240149382
"8417",8417,"甲斐市","2021-01-11",0,0,60,4.11087386417331,0,NA,"甲府",-1,0,0,"2021-01-11",NA,44.945,75522,0,0
"8418",8418,"笛吹市","2021-01-11",0,0,77,4.35670882668959,0,NA,"古関",-1.8,0,0,"2021-01-11",NA,48.809,68924,0,0
"8419",8419,"西桂町","2021-01-11",0.13,0,1,0.693147180559945,0,NA,"河口湖",-3.9,0,0,"2021-01-11",NA,7.221,4238,3.06748466257669,0
"8420",8420,"身延町","2021-01-11",0,0,6,1.94591014905531,0,NA,"切石",-1.9,0,0,"2021-01-11",NA,3.349,11306,0,0
"8421",8421,"道志村","2021-01-11",0,0,3,1.38629436111989,0,NA,"大月",-2,0,0,"2021-01-11",NA,1.421,1652,0,0
"8422",8422,"都留市","2021-01-11",0,0,28,3.36729582998647,0,NA,"大月",-2,0,0,"2021-01-11",NA,28.181,29859,0,0
"8423",8423,"韮崎市","2021-01-11",0,0,21,3.09104245335832,0,NA,"韮崎",-2.9,0,0,"2021-01-11",NA,19.243,29124,0,0
"8424",8424,"鳴沢村","2021-01-11",0.096,0,11,2.484906649788,0,NA,"河口湖",-3.9,0,0,"2021-01-11",NA,5.38,3133,3.0641557612512,0
"8425",8425,"上野原市","2021-01-12",0.706,0,29,3.40119738166216,0,NA,"大月",-0.4,2,0,"2021-01-12",NA,27.225,22799,3.09662704504583,0
