"","X","週","week","weeknum","pref","newcaseday","newcaset.1","newcaset.2","cumcases","newdeath","emergency","GZnew","cumGZ","mobility","resview","in_city","in_pref","out_pref","week_dummy","pref_dummy","population","avg_temp","rain","sum_pop","agrgt_potecovid_lag1","agrgt_potecovid_lag2","susceptable","avg_temp_q","rain_q","noftests","noftestst.1","noftestst.2","pred_covid","pred_covid2"
"Shizuoka-2020-07-27",172,"202007_W5","2020-07-27",31,"Shizuoka",121,57,53,307,0,0,0,0,3736677,-33.04742417,5.040958819,-6.274441814,-49.58027748,"D_31","D_Shizuoka",3644000,25.9809523809524,2.97619047619048,3736658,220.340976053347,207.433010365366,3643693,675.009886621316,8.8577097505669,17106,17874,16230,79.1513379880755,59.374383370085
"Shizuoka-2020-08-03",178,"202008_W1","2020-08-03",32,"Shizuoka",57,53,24,364,0,0,0,0,3773326,-27.44354763,6.574880931,-6.053397281,-47.8236546,"D_32","D_Shizuoka",3644000,28.3142857142857,0.309523809523809,3773321,206.163350181945,138.280030372056,3643636,801.698775510204,0.0958049886621312,17874,16230,19716,56.3468659691267,44.9330175248002
"Shizuoka-2020-08-10",184,"202008_W2","2020-08-10",33,"Shizuoka",53,24,39,417,0,0,0,0,3790432,-42.25207836,8.388119094,-3.447950344,-47.79777253,"D_33","D_Shizuoka",3644000,30.8095238095238,0,3790417,136.379847500272,98.9429008056084,3643583,949.226757369615,0,16230,19716,19338,44.4363549684829,41.2290509891611
"Shizuoka-2020-08-17",190,"202008_W3","2020-08-17",34,"Shizuoka",24,39,14,441,0,0,0,0,3753133,-23.21040884,5.685251477,-7.457676415,-42.33282754,"D_34","D_Shizuoka",3644000,29.4761904761905,4.88095238095239,3753123,107.372244448025,88.7603950693097,3643559,868.845804988662,23.8236961451248,19716,19338,13344,37.0242450171217,19.9120864495239
"Shizuoka-2020-08-24",196,"202008_W4","2020-08-24",35,"Shizuoka",39,14,10,480,0,0,0,0,3744579,-18.86548808,4.093544971,-6.175196049,-37.26186746,"D_35","D_Shizuoka",3644000,28.7047619047619,1.16666666666667,3744544,88.9442115301594,73.7892009806229,3643520,823.96335600907,1.36111111111111,19338,13344,12528,20.2817197833973,20.4732294646161
"Shizuoka-2020-08-31",202,"202009_W1","2020-08-31",36,"Shizuoka",14,10,18,494,0,0,0,0,3735595,-16.28977963,4.580927484,-6.465679164,-34.04115222,"D_36","D_Shizuoka",3644000,27.8952380952381,14.7142857142857,3735567,68.6496992334512,38.4813723006921,3643506,778.144308390023,216.510204081633,13344,12528,12786,20.1754577063218,15.0525271115406
"Shizuoka-2020-09-07",208,"202009_W2","2020-09-07",37,"Shizuoka",10,18,10,504,1,0,0,0,3730003,-10.62242322,6.141440089,-7.924434096,-41.8003079,"D_37","D_Shizuoka",3644000,26.7761904761905,11,3729986,36.9038417864048,40.4985532142602,3643496,716.964376417233,121,12528,12786,10206,15.4648741143597,12.3602581132613
"Shizuoka-2020-09-14",214,"202009_W3","2020-09-14",38,"Shizuoka",18,10,26,522,0,0,0,0,3758309,3.682883352,4.24221501,-2.819633414,-23.01414896,"D_38","D_Shizuoka",3644000,25.747619047619,1.23809523809524,3758287,39.788675357058,38.5675936009192,3643478,662.939886621314,1.53287981859411,12786,10206,11904,13.0778900123245,22.1339395973577
"Shizuoka-2020-09-21",220,"202009_W4","2020-09-21",39,"Shizuoka",10,26,8,532,0,0,0,0,3767494,6.060776396,4.769899386,-9.115766989,-7.236581812,"D_39","D_Shizuoka",3644000,23.3952380952381,4.73809523809524,3767450,40.4508342127596,48.2976061986234,3643468,547.337165532879,22.4495464852608,10206,11904,11538,20.8735667936744,15.047521903477
"Shizuoka-2020-09-28",226,"202010_W1","2020-09-28",40,"Shizuoka",26,8,12,558,0,0,0,0,3733789,-3.928215744,3.145120913,-6.011244527,-22.64485155,"D_40","D_Shizuoka",3644000,21.952380952381,0.0238095238095239,3733769,50.7215576711714,49.3779214239432,3643442,481.907029478458,0.000566893424036283,11904,11538,13218,14.4986141046862,14.2616136807432
"Shizuoka-2020-10-05",232,"202010_W2","2020-10-05",41,"Shizuoka",8,12,14,566,0,0,0,0,3726473,28.64066293,1.970080097,-0.996168556,-19.64669196,"D_41","D_Shizuoka",3644000,19.8857142857143,24.5952380952381,3726429,47.5638430755483,34.1221857528814,3643434,395.441632653061,604.925736961451,11538,13218,12624,13.7741301658463,17.2418636059866
"Shizuoka-2020-10-12",238,"202010_W3","2020-10-12",42,"Shizuoka",12,14,68,578,0,0,0,0,3734231,3.250927193,3.286111453,-2.469192366,-29.39886649,"D_42","D_Shizuoka",3644000,19.6809523809524,2.26190476190477,3734200,31.2939058491492,37.6905588207998,3643422,387.339886621315,5.11621315192746,13218,12624,16524,17.1415260266411,28.0254777272539
"Shizuoka-2020-10-19",244,"202010_W4","2020-10-19",43,"Shizuoka",14,68,90,592,0,0,0,0,3747142,-1.179363097,2.762211028,0.35302362,-21.30428244,"D_43","D_Shizuoka",3644000,16.7523809523809,3.47619047619048,3747119,37.8498393724567,94.1755724791363,3643408,280.642267573696,12.0839002267574,12624,16524,17412,26.4484039280379,51.3710596004263
"Shizuoka-2020-10-26",250,"202010_W5","2020-10-26",44,"Shizuoka",68,90,132,660,0,0,0,0,3746614,-3.307058917,3.553326616,-5.142348929,-24.23595442,"D_44","D_Shizuoka",3644000,16.1809523809524,0,3746591,95.5151666573203,173.958220063548,3643340,261.823219954649,0,16524,17412,26736,50.7598594226849,124.761744801992
"Shizuoka-2020-11-02",256,"202011_W1","2020-11-02",45,"Shizuoka",90,132,338,750,0,0,0,0,3751111,5.237437945,2.940751238,-4.245442576,-22.95045977,"D_45","D_Shizuoka",3644000,15.5095238095238,2.19047619047619,3751095,174.928365276016,246.35620534311,3643250,240.545328798186,4.79818594104308,17412,26736,33618,121.254518206852,213.130623695869
"Shizuoka-2020-11-09",262,"202011_W2","2020-11-09",46,"Shizuoka",132,338,406,882,2,0,0,0,3746575,-5.641824899,2.72495574,-3.461836163,-20.09567858,"D_46","D_Shizuoka",3644000,13.9761904761905,0,3746548,247.129954117429,502.924710160693,3643118,195.333900226757,0,26736,33618,32898,218.270359432532,229.034132331035
"Shizuoka-2020-11-16",268,"202011_W3","2020-11-16",47,"Shizuoka",338,406,321,1220,1,0,0,0,3765904,-4.169385,2.884434877,-3.375353317,-14.85115153,"D_47","D_Shizuoka",3644000,17.6380952380952,2.16666666666667,3765881,502.901287343644,777.566215270343,3642780,311.102403628118,4.69444444444446,33618,32898,48108,219.537142575966,326.018831665599
"Shizuoka-2020-11-23",274,"202011_W4","2020-11-23",48,"Shizuoka",406,321,235,1626,5,0,0,0,3763564,-13.86887517,3.736912909,-7.772333333,-11.3464253,"D_48","D_Shizuoka",3644000,14.4571428571429,0.0238095238095239,3763551,780.224573651943,766.352612513538,3642374,209.008979591837,0.000566893424036283,32898,48108,53106,353.381842411214,271.504902653344
"Shizuoka-2020-11-30",280,"202012_W1","2020-11-30",49,"Shizuoka",321,235,188,1947,6,0,0,0,3743302,-23.40811591,3.428662425,-5.645413582,-22.28432357,"D_49","D_Shizuoka",3644000,11.2476190476191,0.19047619047619,3743276,768.195947568441,607.518232241015,3642053,126.508934240363,0.036281179138322,48108,53106,50136,263.440482516644,216.642439029149
"Shizuoka-2020-12-07",286,"202012_W2","2020-12-07",50,"Shizuoka",235,188,199,2182,5,0,0,0,3742175,-24.33802817,4.061860354,-7.172553328,-25.70596996,"D_50","D_Shizuoka",3644000,11.5428571428571,0,3742151,600.888249553113,477.522842146978,3641818,133.237551020408,0,53106,50136,50070,210.511070930853,214.300707488565
"Shizuoka-2020-12-14",292,"202012_W3","2020-12-14",51,"Shizuoka",188,199,219,2370,7,0,0,0,3739165,-25.37649863,4.0417225,-6.524150652,-23.80650126,"D_51","D_Shizuoka",3644000,6.16190476190476,0,3739145,472.022085977007,447.526602135739,3641630,37.9690702947846,0,50136,50070,39198,219.664257243473,312.298887240791
"Shizuoka-2020-12-21",298,"202012_W4","2020-12-21",52,"Shizuoka",199,219,572,2569,10,0,0,0,3741014,-28.03134346,4.540670955,-3.637344184,-38.56308231,"D_52","D_Shizuoka",3644000,7.07619047619048,0.0238095238095239,3741007,446.30864912185,487.966474431277,3641431,50.0724716553288,0.000566893424036283,50070,39198,81864,283.597876376506,654.170948740905
"Shizuoka-2020-12-28",304,"202012_W5","2020-12-28",53,"Shizuoka",219,572,537,2788,3,0,0,0,3802865,-30.1291068,7.590084129,-5.386611603,-49.05266836,"D_53","D_Shizuoka",3644000,6.85238095238095,1.28571428571429,3802847,488.304828221883,891.769879714312,3641212,46.9551247165533,1.6530612244898,39198,81864,72246,633.367950309048,546.138632834571
"Shizuoka-2021-01-04",310,"202101_W1","2021-01-04",54,"Shizuoka",572,537,365,3360,8,0,0,0,3727356,-42.13687484,5.406563891,15.47123189,-69.91791273,"D_54","D_Shizuoka",3644000,4.38571428571428,0,3727333,950.936251024002,1291.73059986729,3640640,19.2344897959184,0,81864,72246,71676,567.572929120027,368.447130667482
"Shizuoka-2021-01-11",316,"202101_W2","2021-01-11",55,"Shizuoka",537,365,328,3897,14,0,0,0,3708547,-43.44432358,5.692983655,-10.08950698,-45.00224327,"D_55","D_Shizuoka",3644000,6.83333333333334,0.571428571428571,3708530,1287.16067003689,1067.99064821942,3640103,46.6944444444445,0.326530612244898,72246,71676,83154,347.034562010813,244.208809680535
"Shizuoka-2021-01-18",322,"202101_W3","2021-01-18",56,"Shizuoka",365,328,158,4262,7,0,0,0,3707166,-47.3541798,4.8038908,-3.737486847,-50.57484638,"D_56","D_Shizuoka",3644000,7.85714285714285,4.04761904761905,3707121,992.782186327974,762.915434314126,3639738,61.734693877551,16.3832199546486,71676,83154,69390,238.121890024585,165.737087412651
"Shizuoka-2021-01-25",328,"202101_W4","2021-01-25",57,"Shizuoka",328,158,99,4590,6,0,0,0,3709416,-25.17834978,5.697916205,-7.272408322,-49.69160365,"D_57","D_Shizuoka",3644000,8.12857142857143,4.5952380952381,3709385,748.885360665062,521.895734501459,3639410,66.0736734693877,21.1162131519275,83154,69390,63570,154.383329629816,93.5241240704098
"Shizuoka-2021-02-01",334,"202102_W1","2021-02-01",58,"Shizuoka",158,99,156,4748,10,0,0,0,3706062,-33.59466042,4.664558103,-6.359250596,-45.00201331,"D_58","D_Shizuoka",3644000,8.92380952380951,4.3095238095238,3706041,520.824859246015,280.250029558292,3639252,79.6343764172334,18.5719954648526,69390,63570,66126,99.1052543354456,79.4909057415573
"Shizuoka-2021-02-08",340,"202102_W2","2021-02-08",59,"Shizuoka",99,156,138,4847,6,0,0,0,3732967,-38.0088799,5.271674396,-7.841691323,-41.95492579,"D_59","D_Shizuoka",3644000,9.35238095238096,0,3732920,280.43670806648,271.413574613199,3639153,87.4670294784582,0,63570,66126,68940,84.5976404706602,78.8770446404394
"Shizuoka-2021-02-15",346,"202102_W3","2021-02-15",60,"Shizuoka",156,138,114,5003,0,0,0,0,3738029,-32.81528152,3.951162257,-2.41864786,-39.06715824,"D_60","D_Shizuoka",3644000,8.76190476190476,6.4047619047619,3738020,274.065308951821,308.946891673233,3638997,76.7709750566894,41.0209750566893,66126,68940,63816,73.8329733806983,90.1218820951024
"Shizuoka-2021-02-22",352,"202102_W4","2021-02-22",61,"Shizuoka",138,114,140,5141,1,0,0,0,3736487,-34.25420626,5.281189095,-7.63755224,-41.46214425,"D_61","D_Shizuoka",3644000,9.86666666666667,0.333333333333333,3736466,312.071687849521,268.626445033008,3638859,97.3511111111111,0.111111111111111,68940,63816,68694,88.1818779439382,146.828587606343
"Shizuoka-2021-03-01",358,"202103_W1","2021-03-01",62,"Shizuoka",114,140,99,5255,5,0,0,0,3726115,-33.01070229,3.792489837,-4.172218946,-40.0823362,"D_62","D_Shizuoka",3644000,12.047619047619,4.47619047619047,3726109,269.093610328217,271.257796350755,3638745,145.145124716553,20.0362811791383,63816,68694,64050,142.116862920482,136.180655328584
"Shizuoka-2021-03-08",364,"202103_W2","2021-03-08",63,"Shizuoka",140,99,152,5395,4,0,0,0,3731809,-29.63756939,3.193770098,-3.67483305,-30.94877413,"D_63","D_Shizuoka",3644000,11.6523809523809,5.69047619047619,3731781,270.15825894762,256.232807891901,3638605,135.77798185941,32.3815192743764,68694,64050,63180,137.337991143105,144.786270985071
"Shizuoka-2021-03-15",370,"202103_W3","2021-03-15",64,"Shizuoka",99,152,185,5494,8,0,0,0,3742551,-30.20507943,3.795997068,-5.770878072,-26.08240207,"D_64","D_Shizuoka",3644000,14.3761904761905,15.8333333333333,3742534,256.423352705638,271.476196000736,3638506,206.674852607709,250.694444444443,64050,63180,65022,136.348456260816,187.526921159673
"Shizuoka-2021-03-22",376,"202103_W4","2021-03-22",65,"Shizuoka",152,185,136,5646,5,0,0,0,3749776,-30.01330239,2.958131834,-0.084358038,-25.2357552,"D_65","D_Shizuoka",3644000,13.5095238095238,13.8571428571429,3749770,274.418226201939,367.407960888607,3638354,182.50723356009,192.020408163265,63180,65022,59634,196.869709349663,177.695672983897
"Shizuoka-2021-03-29",382,"202104_W1","2021-03-29",66,"Shizuoka",185,136,190,5831,3,0,0,0,3737261,-24.03152364,3.707964432,-3.919468049,-30.35594809,"D_66","D_Shizuoka",3644000,17.3047619047619,8.38095238095238,3737247,371.742802652813,368.725804650402,3638169,299.454784580499,70.2403628117915,65022,59634,67596,195.25413189642,206.986424116349
"Shizuoka-2021-04-05",388,"202104_W2","2021-04-05",67,"Shizuoka",136,190,161,5967,3,0,0,0,3717366,-24.72213341,1.94357788,-1.57461198,-26.08416491,"D_67","D_Shizuoka",3644000,13.8,2.80952380952381,3717358,370.29990305228,391.777568285939,3638033,190.44,7.89342403628118,59634,67596,68550,214.4636955055,224.523551716405
"Shizuoka-2021-04-12",394,"202104_W3","2021-04-12",68,"Shizuoka",190,161,143,6157,0,0,0,0,3708838,-31.52122592,3.549134121,-4.179072975,-31.50516905,"D_68","D_Shizuoka",3644000,14.6666666666667,13.5952380952381,3708819,383.778937654226,425.550518462655,3637843,215.111111111111,184.830498866213,67596,68550,68604,226.373870689005,175.913776770522
"Shizuoka-2021-04-19",400,"202104_W4","2021-04-19",69,"Shizuoka",161,143,NA,6318,0,0,0,0,3719836,-35.38361114,3.765532329,-2.092303549,-33.91453289,"D_69","D_Shizuoka",3644000,16.1857142857143,0,3719797,414.553358887952,462.944406200641,3637682,261.977346938776,0,68550,68604,NA,176.523349993244,NA
"Shizuoka-2021-04-26",406,"202104_W5","2021-04-26",70,"Shizuoka",143,NA,NA,6461,0,0,0,0,3753276,-29.26366069,5.545742353,-7.322367605,-30.16789101,"D_70","D_Shizuoka",3644000,16.56,15.0333333333333,3753242,459.580335480159,590.066750086257,3637539,274.2336,226.001111111111,68604,NA,NA,NA,NA
"Tochigi-2020-01-13",5,"202001_W3","2020-01-13",3,"Tochigi",0,0,0,0,0,0,0,0,1964592,-7.064713977,-1.105543919,-2.31393814,8.210048584,"D_3","D_Tochigi",1934000,5.30714285714286,0.5,1964567,0,0.00604002532630015,1934000,28.1657653061224,0.25,0,0,9,0.978338229722421,0.988372149919663
"Tochigi-2020-01-20",11,"202001_W4","2020-01-20",4,"Tochigi",0,0,0,0,0,0,0,0,1969375,-1.229192488,-1.359978496,-0.104626627,7.203837031,"D_4","D_Tochigi",1934000,5.05,0.0714285714285714,1969341,0.00345540541781506,0.00615077474758662,1934000,25.5025,0.00510204081632653,0,9,3,0.965004344604137,1.01546223422976
"Tochigi-2020-01-27",17,"202001_W5","2020-01-27",5,"Tochigi",0,0,0,0,0,0,0,0,1963287,-5.22926598,-1.221453634,-1.273781422,6.132263398,"D_5","D_Tochigi",1934000,6.07857142857143,8.17857142857143,1963256,0.0058240429263787,0.00560696369988284,1934000,36.9490306122449,66.8890306122449,9,3,24,0.958317265691957,0.940181200803842
"Tochigi-2020-02-03",23,"202002_W1","2020-02-03",6,"Tochigi",0,0,1,0,0,0,0,0,1962648,-2.769067925,0.81888779,0.073789837,-8.161335619,"D_6","D_Tochigi",1934000,3.11428571428571,0,1962623,0.00538040120916486,0.0246661643287348,1934000,9.69877551020408,0,3,24,124,0.9803227314819,1.09741171769908
"Tochigi-2020-02-10",29,"202002_W2","2020-02-10",7,"Tochigi",0,1,0,0,0,0,0,0,1967027,3.19429184,1.840962964,-3.37396244,-8.867775867,"D_7","D_Tochigi",1934000,7.24285714285714,0.357142857142857,1967000,0.0263670634147143,1.00873849065263,1934000,52.4589795918367,0.127551020408163,24,124,153,1.07542388109949,1.83861070692111
"Tochigi-2020-02-17",35,"202002_W3","2020-02-17",8,"Tochigi",1,0,1,1,0,0,0,0,1976656,-4.873975068,1.831568039,-3.944337103,-0.569780475,"D_8","D_Tochigi",1934000,7.23571428571429,1.82142857142857,1976637,1.01420386013526,1.0300999542414,1933999,52.3555612244898,3.31760204081633,124,153,356,1.71204160261402,1.79543002402646
"Tochigi-2020-02-24",41,"202002_W4","2020-02-24",9,"Tochigi",0,1,0,1,0,0,0,0,1980019,-19.63872317,3.682947504,-11.67848072,-9.59913147,"D_9","D_Tochigi",1934000,7.02142857142857,0.607142857142857,1979996,1.04026758253237,1.12875476535669,1933999,49.3004591836735,0.368622448979592,153,356,240,1.84894081747511,1.60197007104347
"Tochigi-2020-03-02",47,"202003_W1","2020-03-02",10,"Tochigi",1,0,2,2,0,0,0,0,1977100,-20.95951232,3.653169494,-7.983554223,-17.99283329,"D_10","D_Tochigi",1934000,7.30714285714286,0.75,1977074,1.12625830224126,1.3098930764577,1933998,53.3943367346939,0.5625,356,240,365,1.56332821560431,1.83630086070927
"Tochigi-2020-03-09",53,"202003_W2","2020-03-09",11,"Tochigi",0,2,8,2,0,0,0,0,1984457,-12.38346618,4.160750536,-8.350844014,-16.83161608,"D_11","D_Tochigi",1934000,10.4,6.35714285714286,1984436,1.28337628308115,2.42611632269916,1933998,108.16,40.4132653061224,240,365,725,1.75656802597012,5.05535211712441
"Tochigi-2020-03-16",59,"202003_W3","2020-03-16",12,"Tochigi",2,8,5,4,0,0,0,0,2008311,-9.949683759,3.55445005,-7.029906789,-7.989790392,"D_12","D_Tochigi",1934000,10.3642857142857,0,2008292,2.42659586558413,10.7729046695837,1933996,107.418418367347,0,365,725,1610,5.12907538976,13.8967494319445
"Tochigi-2020-03-23",65,"202003_W4","2020-03-23",13,"Tochigi",8,5,18,12,0,0,0,0,1985457,-28.37348754,5.104447116,-8.4056779,-23.06587128,"D_13","D_Tochigi",1934000,9.27857142857143,7.35714285714286,1985433,11.0953586588474,16.1888040995868,1933988,86.091887755102,54.1275510204082,725,1610,1620,13.190111271406,25.4537983449818
"Tochigi-2020-03-30",71,"202004_W1","2020-03-30",14,"Tochigi",5,18,11,17,0,0,0,0,1977733,-46.48718479,4.584026411,-8.714952837,-20.12892221,"D_14","D_Tochigi",1934000,10.3857142857143,3.14285714285714,1977722,15.7377309493273,28.8665630976565,1933983,107.86306122449,9.87755102040816,1610,1620,1995,24.9708286029157,14.6072453258634
"Tochigi-2020-04-06",77,"202004_W2","2020-04-06",15,"Tochigi",18,11,8,35,0,0,0,0,1978948,-56.0656274,7.941849019,-15.92353643,-40.34466273,"D_15","D_Tochigi",1934000,10.2,1.5,1978934,27.5734608695571,34.7627907563747,1933965,104.04,2.25,1620,1995,1725,14.2619715341035,8.85286573857152
"Tochigi-2020-04-13",83,"202004_W3","2020-04-13",16,"Tochigi",11,8,0,46,0,1,0,0,1976917,-55.80175746,8.725775534,-19.09056153,-41.57908405,"D_16","D_Tochigi",1934000,10.95,15.8928571428571,1976893,33.8886134613459,23.0224045946807,1933954,119.9025,252.582908163265,1995,1725,2340,9.05701023817203,3.46795383750131
"Tochigi-2020-04-20",89,"202004_W4","2020-04-20",17,"Tochigi",8,0,2,54,0,1,0,0,1976249,-65.85484759,11.17025437,-23.39195093,-53.91837948,"D_17","D_Tochigi",1934000,11.8714285714286,2.21428571428571,1976227,22.4993487482897,10.3812745875205,1933946,140.930816326531,4.9030612244898,1725,2340,2388,3.44912456152172,1.64208767627342
"Tochigi-2020-04-27",95,"202004_W5","2020-04-27",18,"Tochigi",0,2,4,54,0,1,0,0,1975784,-76.75214207,17.38804548,-16.93561788,-82.59341285,"D_18","D_Tochigi",1934000,16.5714285714286,0.75,1975767,10.1876795480921,3.28859667038234,1933946,274.612244897959,0.5625,2340,2388,3114,1.62725179760362,1.06077369879937
"Tochigi-2020-05-04",101,"202005_W1","2020-05-04",19,"Tochigi",2,4,4,56,0,1,0,0,1972284,-46.42948582,17.35482508,-50.34897654,-74.88601904,"D_19","D_Tochigi",1934000,17.1428571428571,3.71428571428571,1972270,3.29590584778798,6.52725010231081,1933944,293.877551020408,13.7959183673469,2388,3114,3120,1.09072305335579,3.25948037737438
"Tochigi-2020-05-11",107,"202005_W2","2020-05-11",20,"Tochigi",4,4,1,60,0,1,0,0,1972143,-51.30801093,10.94745978,-21.22087166,-50.94777003,"D_20","D_Tochigi",1934000,20.8428571428571,0.928571428571429,1972121,6.52931852207085,8.14498324000259,1933940,434.424693877551,0.862244897959184,3114,3120,3522,3.37598554241914,2.81216990488001
"Tochigi-2020-05-18",113,"202005_W3","2020-05-18",21,"Tochigi",4,1,1,64,0,0,0,0,1976242,-42.36387948,10.38393868,-16.60777266,-50.80177182,"D_21","D_Tochigi",1934000,16.2142857142857,7.75,1976230,8.12059251128104,5.09601647045923,1933936,262.90306122449,60.0625,3120,3522,4410,2.74261512880521,2.34000610052919
"Tochigi-2020-05-25",119,"202005_W4","2020-05-25",22,"Tochigi",1,1,0,65,0,0,0,0,1973167,-36.32130695,9.018263472,-15.56559566,-47.93937277,"D_22","D_Tochigi",1934000,20.4928571428571,5.96428571428571,1973159,5.08948323917341,2.19164167486058,1933935,419.957193877551,35.5727040816327,3522,4410,4398,2.34761114174988,1.53071226007677
"Tochigi-2020-06-01",125,"202006_W1","2020-06-01",23,"Tochigi",1,0,0,66,0,0,0,0,1970919,-32.04995325,12.36497851,-27.0482792,-63.6269547,"D_23","D_Tochigi",1934000,22.5285714285714,0.964285714285714,1970890,2.20237010364366,1.29468632410586,1933934,507.536530612245,0.92984693877551,4410,4398,3762,1.67558413317152,1.62816271473877
"Tochigi-2020-06-08",131,"202006_W2","2020-06-08",24,"Tochigi",0,0,8,66,0,0,0,0,1976857,-25.67383696,12.0329286,-25.24371957,-58.46327316,"D_24","D_Tochigi",1934000,23.6857142857143,12.1785714285714,1976843,1.3310651828664,0.468945184781739,1933934,561.01306122449,148.317602040816,4398,3762,4962,1.64105981238577,1.53272151347243
"Tochigi-2020-06-15",137,"202006_W3","2020-06-15",25,"Tochigi",0,8,13,66,0,0,0,0,1984371,-17.1703232,7.082955606,-11.66491666,-31.96796045,"D_25","D_Tochigi",1934000,22.2857142857143,9.78571428571429,1984353,0.501953654225062,8.60813861698653,1933934,496.65306122449,95.7602040816327,3762,4962,7380,1.53322881729954,6.22747622774313
"Tochigi-2020-06-22",143,"202006_W4","2020-06-22",26,"Tochigi",8,13,8,74,0,0,0,0,1990278,-17.70708971,6.240172318,-9.607364633,-25.42969071,"D_26","D_Tochigi",1934000,21.8142857142857,11.3571428571429,1990244,8.72133175399623,22.2906811130573,1933926,475.86306122449,128.984693877551,4962,7380,8178,6.41056337325166,7.11275158483849
"Tochigi-2020-06-29",149,"202007_W1","2020-06-29",27,"Tochigi",13,8,38,87,0,0,0,0,1979615,-20.70027753,4.452956432,-8.527538299,-21.70289074,"D_27","D_Tochigi",1934000,23.5357142857143,10.7142857142857,1979597,22.4745499227514,24.2532420256714,1933913,553.929846938775,114.795918367347,7380,8178,9180,7.29531554111651,18.8338014547933
"Tochigi-2020-07-06",155,"202007_W2","2020-07-06",28,"Tochigi",8,38,30,95,0,0,0,0,1973873,-23.92502053,6.419456755,-11.85183222,-38.18449288,"D_28","D_Tochigi",1934000,24.5857142857143,10.6428571428571,1973858,24.1539883522539,50.2573426949569,1933905,604.457346938775,113.270408163265,8178,9180,9720,18.6712869323165,29.7758621081695
"Tochigi-2020-07-13",161,"202007_W3","2020-07-13",29,"Tochigi",38,30,36,133,0,0,0,0,1980007,-17.22641646,4.398756201,-5.672079985,-28.02245673,"D_29","D_Tochigi",1934000,20.8857142857143,5.53571428571429,1979978,49.9048352605117,72.5674405366228,1933867,436.21306122449,30.6441326530612,9180,9720,13842,30.0550390973338,52.098762796041
"Tochigi-2020-07-20",167,"202007_W4","2020-07-20",30,"Tochigi",30,36,47,163,0,0,0,0,1997254,-0.566943902,5.450831183,-16.49238814,-11.98842907,"D_30","D_Tochigi",1934000,24.5428571428571,6.14285714285714,1997233,72.6851631519244,73.0672916170304,1933837,602.351836734694,37.734693877551,9720,13842,13326,51.8503182664009,43.7017230971417
"Tochigi-2020-07-27",173,"202007_W5","2020-07-27",31,"Tochigi",36,47,30,199,0,0,0,0,1980819,-26.73341264,4.68936697,-5.413205805,-33.23962311,"D_31","D_Tochigi",1934000,23.9285714285714,4.85714285714286,1980791,75.4940892731863,94.7298751570671,1933801,572.576530612245,23.5918367346939,13842,13326,10548,40.709773386781,33.9582592506895
"Tochigi-2020-08-03",179,"202008_W1","2020-08-03",32,"Tochigi",47,30,13,246,0,0,0,0,1986596,-16.03004702,5.372983665,-4.108774276,-35.27260306,"D_32","D_Tochigi",1934000,27.7285714285714,0,1986576,94.4142979116166,88.7272433999291,1933754,768.873673469388,0,13326,10548,11004,34.7404276503845,33.6324905526264
"Tochigi-2020-08-10",185,"202008_W2","2020-08-10",33,"Tochigi",30,13,14,276,1,0,0,0,2012429,-40.05160011,8.883284582,-6.857068605,-40.78917298,"D_33","D_Tochigi",1934000,29.6214285714286,3.03571428571429,2012398,87.8075780910759,54.0731366034141,1933724,877.429030612245,9.21556122448979,10548,11004,11976,32.8255946648092,23.5902868003989
"Tochigi-2020-08-17",191,"202008_W3","2020-08-17",34,"Tochigi",13,14,7,289,0,0,0,0,1987350,-18.66771716,5.331268463,-10.1342024,-27.86487358,"D_34","D_Tochigi",1934000,28.7785714285714,0.821428571428571,1987332,58.2032120723558,41.365572409443,1933711,828.206173469388,0.674744897959184,11004,11976,10926,25.5059245642693,13.7433613506901
"Tochigi-2020-08-24",197,"202008_W4","2020-08-24",35,"Tochigi",14,7,28,303,0,0,0,0,1985545,-13.18570182,4.143055139,-7.768515877,-24.87033106,"D_35","D_Tochigi",1934000,28.7714285714286,0.0357142857142857,1985525,41.292101206013,32.8634278860871,1933697,827.795102040816,0.00127551020408163,11976,10926,10152,12.7588554615047,13.200723320396
"Tochigi-2020-08-31",203,"202009_W1","2020-08-31",36,"Tochigi",7,28,49,310,0,0,0,0,1975394,-15.04698821,4.462922226,-8.412196713,-26.43513594,"D_36","D_Tochigi",1934000,26.65,6.14285714285714,1975375,29.8830747448283,42.113698998849,1933690,710.2225,37.734693877551,10926,10152,14358,12.1975769848786,16.0658510139026
"Tochigi-2020-09-07",209,"202009_W2","2020-09-07",37,"Tochigi",28,49,39,338,0,0,0,0,1982785,-15.18405311,5.336466405,-6.673646702,-32.97111351,"D_37","D_Tochigi",1934000,26.1,4.03571428571429,1982773,41.3708520214547,81.9585054997527,1933662,681.21,16.2869897959184,10152,14358,12726,16.1298085273164,18.8317191089865
"Tochigi-2020-09-14",215,"202009_W3","2020-09-14",38,"Tochigi",49,39,10,387,0,0,0,0,1994767,-4.518930764,3.025887994,-0.08524321,-17.50210215,"D_38","D_Tochigi",1934000,23.4357142857143,1.92857142857143,1994766,81.7744516999883,91.3716339583613,1933613,549.232704081633,3.71938775510204,14358,12726,17352,18.9771185162079,32.421477499849
